iterations,voters,mean,mean_bucket,std,std_bucket,simple_majority_optimal,minority_decisiveness_optimal,non_tyrannic_minority_decisiveness_optimal,majority_tyranny_optimal,minority_tyranny_optimal,expert_tyranny_optimal,minority_colluding,optimal_correct,majority_correct,expert_correct,compromise_minority_correct,compromose_strongmajority_correct,optimal_agrees_majority,compromise_minority_agrees_majority,compromise_minority_agrees_optimal,compromose_strongmajority_agrees_majority,compromose_strongmajority_agrees_optimal
1000,11,0.75,,0.1,,0,1,1,0.005,0,0,0.411,0.975,0.972,0.887,0.972,0.975,0.985,1,0.985,0.985,1
1000,11,0.75,,0.11,,0,1,1,0.009,0,0,0.392,0.983,0.966,0.913,0.967,0.983,0.979,0.999,0.98,0.979,1
1000,11,0.75,,0.12,,0,1,0.999,0.018,0.001,0.001,0.43,0.981,0.97,0.918,0.97,0.98,0.977,1,0.977,0.982,0.995
1000,11,0.8,,0.02,,0.926,0.074,0.074,0,0,0,0.383,0.985,0.985,0.85,0.985,0.985,1,1,1,1,1
1000,11,0.8,,0.03,,0.348,0.652,0.652,0,0,0,0.394,0.986,0.987,0.852,0.987,0.986,0.999,1,0.999,0.999,1
1000,11,0.8,,0.04,,0.085,0.915,0.915,0,0,0,0.435,0.987,0.986,0.868,0.986,0.987,0.999,1,0.999,0.999,1
1000,11,0.8,,0.06,,0.003,0.997,0.997,0,0,0,0.425,0.995,0.993,0.891,0.993,0.995,0.998,1,0.998,0.998,1
1000,11,0.8,,0.07,,0.001,0.999,0.999,0,0,0,0.46,0.996,0.991,0.91,0.991,0.996,0.995,1,0.995,0.995,1
1000,11,0.8,,0.08,,0,1,1,0.001,0,0,0.452,0.996,0.991,0.919,0.991,0.996,0.995,1,0.995,0.995,1
1000,11,0.8,,0.1,,0,1,1,0,0,0,0.493,0.99,0.989,0.936,0.989,0.99,0.995,1,0.995,0.995,1
1000,11,0.8,,0.11,,0,1,1,0.001,0,0,0.512,0.994,0.986,0.95,0.986,0.993,0.99,1,0.99,0.991,0.999
1000,11,0.8,,0.12,,0,1,1,0.005,0,0,0.526,0.993,0.988,0.932,0.988,0.994,0.987,1,0.987,0.99,0.997
1000,11,0.9,,0.02,,0.762,0.238,0.238,0,0,0,0.635,1,1,0.932,1,1,1,1,1,1,1
1000,11,0.9,,0.03,,0.172,0.828,0.828,0,0,0,0.678,1,1,0.949,1,1,1,1,1,1,1
1000,11,0.9,,0.04,,0.042,0.958,0.958,0,0,0,0.721,1,1,0.954,1,1,1,1,1,1,1
1000,11,0.9,,0.06,,0.001,0.999,0.999,0,0,0,0.726,1,1,0.978,1,1,1,1,1,1,1
1000,11,0.9,,0.07,,0.002,0.998,0.998,0,0,0,0.727,1,1,0.973,1,1,1,1,1,1,1
1000,11,0.9,,0.08,,0,1,1,0,0,0,0.737,1,0.999,0.968,0.999,1,0.999,1,0.999,0.999,1
1000,11,0.9,,0.1,,0,1,1,0,0,0,0.722,1,1,0.982,1,1,1,1,1,1,1
1000,11,0.9,,0.11,,0,1,1,0,0,0,0.694,0.999,0.998,0.98,0.998,0.998,0.999,1,0.999,1,0.999
1000,11,0.9,,0.12,,0,1,1,0.001,0,0,0.706,0.999,0.998,0.974,0.998,0.999,0.999,1,0.999,0.999,1
1000,11,0.95,,0.02,,0.246,0.754,0.754,0,0,0,0.825,1,1,0.971,1,1,1,1,1,1,1
1000,11,0.95,,0.03,,0.04,0.96,0.96,0,0,0,0.867,1,1,0.976,1,1,1,1,1,1,1
1000,11,0.95,,0.04,,0.016,0.984,0.984,0,0,0,0.874,1,1,0.991,1,1,1,1,1,1,1
1000,11,0.95,,0.06,,0.001,0.999,0.999,0,0,0,0.82,1,1,0.992,1,1,1,1,1,1,1
1000,11,0.95,,0.07,,0,1,1,0,0,0,0.825,1,1,0.99,1,1,1,1,1,1,1
1000,11,0.95,,0.08,,0.001,0.999,0.999,0,0,0,0.821,1,0.999,0.986,0.999,1,0.999,1,0.999,0.999,1
1000,11,0.95,,0.1,,0,1,1,0,0,0,0.794,1,1,0.988,1,1,1,1,1,1,1
1000,11,0.95,,0.11,,0,1,1,0,0,0,0.787,0.999,1,0.979,1,0.999,0.999,1,0.999,0.999,1
1000,11,0.95,,0.12,,0,1,1,0,0,0,0.786,0.998,0.999,0.975,0.999,0.998,0.999,1,0.999,0.999,1
1000,11,1,,0.02,,0.016,0.984,0.984,0,0,0,0.965,1,1,0.996,1,1,1,1,1,1,1
1000,11,1,,0.03,,0.011,0.989,0.989,0,0,0,0.959,1,1,0.999,1,1,1,1,1,1,1
1000,11,1,,0.04,,0.006,0.994,0.994,0,0,0,0.94,1,1,0.995,1,1,1,1,1,1,1
1000,11,1,,0.06,,0.002,0.998,0.998,0,0,0,0.909,1,1,0.993,1,1,1,1,1,1,1
1000,11,1,,0.07,,0,1,1,0,0,0,0.894,1,1,0.988,1,1,1,1,1,1,1
1000,11,1,,0.08,,0,1,1,0,0,0,0.871,1,1,0.987,1,1,1,1,1,1,1
1000,11,1,,0.1,,0.001,0.999,0.999,0,0,0,0.84,1,1,0.987,1,1,1,1,1,1,1
1000,11,1,,0.11,,0,1,1,0,0,0,0.841,1,1,0.984,1,1,1,1,1,1,1
1000,11,1,,0.12,,0,1,1,0.001,0,0,0.799,1,1,0.983,1,1,1,1,1,1,1
1000,21,0.5,,0.02,,0,1,1,0,0,0,0.002,0.554,0.552,0.555,0.552,0.557,0.804,1,0.804,0.867,0.937
1000,21,0.5,,0.03,,0,1,1,0,0,0,0.003,0.606,0.592,0.578,0.592,0.608,0.806,1,0.806,0.874,0.932
1000,21,0.5,,0.04,,0,1,1,0,0,0,0.003,0.659,0.631,0.599,0.631,0.648,0.804,1,0.804,0.881,0.923
1000,21,0.5,,0.06,,0,1,1,0,0,0,0.003,0.733,0.673,0.654,0.673,0.715,0.808,1,0.808,0.866,0.942
1000,21,0.5,,0.07,,0,1,1,0,0,0,0.009,0.727,0.705,0.637,0.705,0.728,0.832,1,0.832,0.891,0.941
1000,21,0.5,,0.08,,0,1,1,0,0,0,0.005,0.76,0.71,0.682,0.71,0.751,0.836,1,0.836,0.883,0.953
1000,21,0.5,,0.1,,0,1,1,0,0,0,0.009,0.821,0.77,0.714,0.77,0.816,0.873,1,0.873,0.918,0.955
1000,21,0.5,,0.11,,0,1,1,0,0,0,0.012,0.867,0.819,0.739,0.819,0.857,0.874,1,0.874,0.916,0.958
1000,21,0.5,,0.12,,0,1,1,0,0,0,0.014,0.875,0.84,0.75,0.84,0.872,0.885,1,0.885,0.924,0.961
1000,21,0.55,,0.02,,0,1,1,0,0,0,0.005,0.691,0.671,0.59,0.671,0.691,0.898,1,0.898,0.912,0.986
1000,21,0.55,,0.03,,0,1,1,0,0,0,0.006,0.697,0.691,0.592,0.691,0.704,0.88,1,0.88,0.901,0.979
1000,21,0.55,,0.04,,0,1,1,0,0,0,0.006,0.738,0.708,0.627,0.708,0.732,0.872,1,0.872,0.9,0.972
1000,21,0.55,,0.06,,0,1,1,0,0,0,0.002,0.794,0.752,0.652,0.752,0.788,0.87,1,0.87,0.908,0.962
1000,21,0.55,,0.07,,0,1,1,0.002,0,0,0.003,0.799,0.765,0.679,0.765,0.798,0.87,1,0.87,0.903,0.967
1000,21,0.55,,0.08,,0,1,1,0,0,0,0.014,0.834,0.798,0.712,0.798,0.83,0.864,1,0.864,0.896,0.968
1000,21,0.55,,0.1,,0,1,1,0,0,0,0.011,0.846,0.803,0.738,0.803,0.839,0.871,1,0.871,0.914,0.957
1000,21,0.55,,0.11,,0,1,1,0,0,0,0.016,0.873,0.826,0.758,0.826,0.852,0.893,1,0.893,0.934,0.959
1000,21,0.55,,0.12,,0,1,1,0,0,0,0.022,0.904,0.84,0.811,0.84,0.889,0.886,1,0.886,0.921,0.965
1000,21,0.6,,0.02,,0,1,1,0,0,0,0.005,0.835,0.844,0.617,0.844,0.835,0.971,1,0.971,0.971,1
1000,21,0.6,,0.03,,0,1,1,0,0,0,0.007,0.824,0.822,0.663,0.822,0.828,0.936,1,0.936,0.942,0.994
1000,21,0.6,,0.04,,0,1,1,0,0,0,0.005,0.853,0.833,0.677,0.833,0.849,0.934,1,0.934,0.94,0.994
1000,21,0.6,,0.06,,0,1,1,0,0,0,0.012,0.858,0.806,0.715,0.806,0.843,0.904,1,0.904,0.929,0.975
1000,21,0.6,,0.07,,0,1,1,0,0,0,0.013,0.893,0.861,0.728,0.861,0.891,0.914,1,0.914,0.938,0.976
1000,21,0.6,,0.08,,0,1,1,0,0,0,0.008,0.892,0.85,0.748,0.85,0.877,0.906,1,0.906,0.931,0.975
1000,21,0.6,,0.1,,0,1,1,0,0,0,0.027,0.916,0.874,0.803,0.874,0.91,0.918,1,0.918,0.934,0.984
1000,21,0.6,,0.11,,0,1,1,0,0,0,0.024,0.922,0.884,0.816,0.884,0.913,0.926,1,0.926,0.945,0.981
1000,21,0.6,,0.12,,0,1,1,0,0,0,0.032,0.955,0.918,0.84,0.918,0.951,0.941,1,0.941,0.955,0.986
1000,21,0.7,,0.02,,0.002,0.998,0.998,0,0,0,0.019,0.978,0.976,0.745,0.976,0.978,0.998,1,0.998,0.998,1
1000,21,0.7,,0.03,,0,1,1,0,0,0,0.046,0.976,0.98,0.768,0.98,0.976,0.996,1,0.996,0.996,1
1000,21,0.7,,0.04,,0,1,1,0,0,0,0.047,0.973,0.974,0.785,0.974,0.973,0.993,1,0.993,0.993,1
1000,21,0.7,,0.06,,0,1,1,0,0,0,0.055,0.976,0.978,0.816,0.978,0.976,0.986,1,0.986,0.986,1
1000,21,0.7,,0.07,,0,1,1,0,0,0,0.071,0.981,0.974,0.834,0.974,0.981,0.989,1,0.989,0.991,0.998
1000,21,0.7,,0.08,,0,1,1,0,0,0,0.074,0.984,0.977,0.843,0.977,0.984,0.987,1,0.987,0.989,0.998
1000,21,0.7,,0.1,,0,1,1,0,0,0,0.07,0.986,0.98,0.888,0.98,0.984,0.988,1,0.988,0.99,0.998
1000,21,0.7,,0.11,,0,1,1,0,0,0,0.093,0.987,0.974,0.895,0.974,0.982,0.983,1,0.983,0.988,0.995
1000,21,0.7,,0.12,,0,1,1,0,0,0,0.106,0.99,0.976,0.919,0.976,0.99,0.978,1,0.978,0.982,0.996
1000,21,0.75,,0.02,,0.007,0.993,0.993,0,0,0,0.059,0.992,0.991,0.781,0.991,0.992,0.999,1,0.999,0.999,1
1000,21,0.75,,0.03,,0,1,1,0,0,0,0.073,0.994,0.993,0.817,0.993,0.994,0.999,1,0.999,0.999,1
1000,21,0.75,,0.04,,0,1,1,0,0,0,0.094,0.99,0.991,0.801,0.991,0.99,0.999,1,0.999,0.999,1
1000,21,0.75,,0.06,,0,1,1,0,0,0,0.103,0.992,0.991,0.862,0.991,0.992,0.999,1,0.999,0.999,1
1000,21,0.75,,0.07,,0,1,1,0,0,0,0.106,0.997,0.996,0.875,0.996,0.997,0.997,1,0.997,0.997,1
1000,21,0.75,,0.08,,0,1,1,0,0,0,0.121,0.999,0.995,0.904,0.995,0.999,0.996,1,0.996,0.996,1
1000,21,0.75,,0.1,,0,1,1,0,0,0,0.148,0.999,0.998,0.95,0.998,0.999,0.997,1,0.997,0.997,1
1000,21,0.75,,0.11,,0,1,1,0,0,0,0.168,0.997,0.991,0.944,0.991,0.997,0.994,1,0.994,0.994,1
1000,21,0.75,,0.12,,0,1,1,0,0,0,0.18,0.998,0.99,0.947,0.99,0.996,0.992,1,0.992,0.994,0.998
1000,21,0.8,,0.02,,0.027,0.973,0.973,0,0,0,0.137,1,1,0.845,1,1,1,1,1,1,1
1000,21,0.8,,0.03,,0,1,1,0,0,0,0.131,0.999,0.999,0.858,0.999,0.999,1,1,1,1,1
1000,21,0.8,,0.04,,0,1,1,0,0,0,0.162,1,1,0.859,1,1,1,1,1,1,1
1000,21,0.8,,0.06,,0,1,1,0,0,0,0.198,0.999,0.999,0.903,0.999,0.999,1,1,1,1,1
1000,21,0.8,,0.07,,0,1,1,0,0,0,0.218,0.998,0.999,0.917,0.999,0.998,0.999,1,0.999,0.999,1
1000,21,0.8,,0.08,,0,1,1,0,0,0,0.234,1,1,0.943,1,1,1,1,1,1,1
1000,21,0.8,,0.1,,0,1,1,0,0,0,0.247,1,0.998,0.962,0.998,1,0.998,1,0.998,0.998,1
1000,21,0.8,,0.11,,0,1,1,0,0,0,0.266,1,0.998,0.957,0.998,1,0.998,1,0.998,0.998,1
1000,21,0.8,,0.12,,0,1,1,0,0,0,0.269,1,0.999,0.968,0.999,1,0.999,1,0.999,0.999,1
1000,21,0.9,,0.02,,0.008,0.992,0.992,0,0,0,0.42,1,1,0.933,1,1,1,1,1,1,1
1000,21,0.9,,0.03,,0,1,1,0,0,0,0.449,1,1,0.956,1,1,1,1,1,1,1
1000,21,0.9,,0.04,,0,1,1,0,0,0,0.489,1,1,0.967,1,1,1,1,1,1,1
1000,21,0.9,,0.06,,0,1,1,0,0,0,0.554,1,1,0.987,1,1,1,1,1,1,1
1000,21,0.9,,0.07,,0,1,1,0,0,0,0.514,1,1,0.981,1,1,1,1,1,1,1
1000,21,0.9,,0.08,,0,1,1,0,0,0,0.522,1,1,0.992,1,1,1,1,1,1,1
1000,21,0.9,,0.1,,0,1,1,0,0,0,0.507,1,1,0.985,1,1,1,1,1,1,1
1000,21,0.9,,0.11,,0,1,1,0,0,0,0.496,1,1,0.988,1,1,1,1,1,1,1
1000,21,0.9,,0.12,,0,1,1,0,0,0,0.505,1,1,0.989,1,1,1,1,1,1,1
1000,21,0.95,,0.02,,0,1,1,0,0,0,0.705,1,1,0.985,1,1,1,1,1,1,1
1000,21,0.95,,0.03,,0,1,1,0,0,0,0.725,1,1,0.992,1,1,1,1,1,1,1
1000,21,0.95,,0.04,,0,1,1,0,0,0,0.739,1,1,0.997,1,1,1,1,1,1,1
1000,21,0.95,,0.06,,0,1,1,0,0,0,0.731,1,1,0.99,1,1,1,1,1,1,1
1000,21,0.95,,0.07,,0,1,1,0,0,0,0.696,1,1,0.988,1,1,1,1,1,1,1
1000,21,0.95,,0.08,,0,1,1,0,0,0,0.659,1,1,0.994,1,1,1,1,1,1,1
1000,21,0.95,,0.1,,0,1,1,0,0,0,0.632,1,1,0.99,1,1,1,1,1,1,1
1000,21,0.95,,0.11,,0,1,1,0,0,0,0.61,1,1,0.986,1,1,1,1,1,1,1
1000,21,0.95,,0.12,,0,1,1,0,0,0,0.584,1,1,0.991,1,1,1,1,1,1,1
1000,21,1,,0.02,,0,1,1,0,0,0,0.941,1,1,1,1,1,1,1,1,1,1
1000,21,1,,0.03,,0,1,1,0,0,0,0.928,1,1,0.999,1,1,1,1,1,1,1
1000,21,1,,0.04,,0,1,1,0,0,0,0.87,1,1,0.999,1,1,1,1,1,1,1
1000,21,1,,0.06,,0,1,1,0,0,0,0.814,1,1,0.996,1,1,1,1,1,1,1
1000,21,1,,0.07,,0,1,1,0,0,0,0.81,1,1,0.991,1,1,1,1,1,1,1
1000,21,1,,0.08,,0,1,1,0,0,0,0.759,1,1,0.995,1,1,1,1,1,1,1
1000,21,1,,0.1,,0,1,1,0,0,0,0.718,1,1,0.994,1,1,1,1,1,1,1
1000,21,1,,0.11,,0,1,1,0,0,0,0.697,1,1,0.996,1,1,1,1,1,1,1
1000,21,1,,0.12,,0,1,1,0,0,0,0.675,1,1,0.994,1,1,1,1,1,1,1
1000,31,0.5,,0.03,,0,1,1,,0,0,0,0.628,0.625,0.549,0.625,0.636,0.821,1,0.821,0.901,0.92
1000,31,0.5,,0.04,,0,1,1,,0,0,0,0.668,0.632,0.575,0.632,0.646,0.85,1,0.85,0.92,0.93
1000,31,0.5,,0.06,,0,1,1,,0,0,0,0.734,0.708,0.639,0.708,0.735,0.818,1,0.818,0.897,0.921
1000,31,0.5,,0.07,,0,1,1,,0,0,0.001,0.767,0.753,0.639,0.753,0.761,0.858,1,0.858,0.924,0.934
1000,31,0.5,,0.08,,0,1,1,,0,0,0.001,0.798,0.765,0.697,0.765,0.788,0.847,1,0.847,0.919,0.928
1000,31,0.5,,0.1,,0,1,1,,0,0,0.001,0.862,0.82,0.742,0.82,0.85,0.878,1,0.878,0.934,0.944
1000,31,0.5,,0.11,,0,1,1,,0,0,0.003,0.9,0.838,0.757,0.838,0.877,0.878,1,0.878,0.935,0.943
1000,31,0.5,,0.12,,0,1,1,,0,0,0.004,0.926,0.878,0.792,0.878,0.905,0.902,1,0.902,0.947,0.955
1000,31,0.55,,0.02,,0,1,1,,0,0,0.001,0.726,0.716,0.595,0.716,0.725,0.914,1,0.914,0.929,0.985
1000,31,0.55,,0.03,,0,1,1,,0,0,0,0.75,0.744,0.592,0.744,0.75,0.876,1,0.876,0.926,0.95
1000,31,0.55,,0.04,,0,1,1,,0,0,0,0.77,0.758,0.639,0.758,0.776,0.874,1,0.874,0.92,0.954
1000,31,0.55,,0.06,,0,1,1,,0,0,0,0.832,0.799,0.686,0.799,0.807,0.873,1,0.873,0.926,0.947
1000,31,0.55,,0.07,,0,1,1,,0,0,0.003,0.857,0.824,0.734,0.824,0.837,0.881,1,0.881,0.929,0.952
1000,31,0.55,,0.08,,0,1,1,,0,0,0.001,0.893,0.854,0.741,0.854,0.891,0.897,1,0.897,0.935,0.962
1000,31,0.55,,0.1,,0,1,1,,0,0,0.003,0.922,0.867,0.772,0.867,0.901,0.899,1,0.899,0.946,0.953
1000,31,0.55,,0.11,,0,1,1,,0,0,0.002,0.949,0.892,0.777,0.892,0.927,0.915,1,0.915,0.949,0.966
1000,31,0.55,,0.12,,0,1,1,,0,0,0.004,0.954,0.91,0.825,0.91,0.94,0.928,1,0.928,0.954,0.974
1000,31,0.6,,0.02,,0,1,1,,0,0,0,0.881,0.882,0.657,0.882,0.881,0.973,1,0.973,0.973,1
1000,31,0.6,,0.03,,0,1,1,,0,0,0,0.888,0.877,0.664,0.877,0.887,0.955,1,0.955,0.958,0.997
1000,31,0.6,,0.04,,0,1,1,,0,0,0,0.893,0.861,0.66,0.861,0.887,0.934,1,0.934,0.944,0.99
1000,31,0.6,,0.06,,0,1,1,,0,0,0.001,0.926,0.89,0.731,0.89,0.913,0.928,1,0.928,0.951,0.977
1000,31,0.6,,0.07,,0,1,1,,0,0,0.001,0.938,0.901,0.748,0.901,0.926,0.925,1,0.925,0.955,0.97
1000,31,0.6,,0.08,,0,1,1,,0,0,0.002,0.944,0.889,0.753,0.889,0.926,0.921,1,0.921,0.943,0.978
1000,31,0.6,,0.1,,0,1,1,,0,0,0.002,0.961,0.926,0.824,0.926,0.938,0.949,1,0.949,0.974,0.975
1000,31,0.6,,0.11,,0,1,1,,0,0,0.005,0.973,0.936,0.81,0.936,0.964,0.953,1,0.953,0.966,0.987
1000,31,0.6,,0.12,,0,1,1,,0,0,0.003,0.98,0.945,0.873,0.945,0.965,0.949,1,0.949,0.972,0.977
1000,31,0.7,,0.02,,0,1,1,,0,0,0.004,0.988,0.989,0.725,0.989,0.988,0.999,1,0.999,0.999,1
1000,31,0.7,,0.03,,0,1,1,,0,0,0.012,0.989,0.99,0.762,0.99,0.989,0.997,1,0.997,0.997,1
1000,31,0.7,,0.04,,0,1,1,,0,0,0.012,0.992,0.991,0.791,0.991,0.992,0.999,1,0.999,0.999,1
1000,31,0.7,,0.06,,0,1,1,,0,0,0.015,0.986,0.983,0.814,0.983,0.985,0.987,1,0.987,0.992,0.995
1000,31,0.7,,0.07,,0,1,1,,0,0,0.014,0.994,0.989,0.834,0.989,0.994,0.993,1,0.993,0.995,0.998
1000,31,0.7,,0.08,,0,1,1,,0,0,0.027,0.999,0.997,0.875,0.997,0.999,0.998,1,0.998,0.998,1
1000,31,0.7,,0.1,,0,1,1,,0,0,0.031,0.996,0.988,0.909,0.988,0.99,0.99,1,0.99,0.996,0.994
1000,31,0.7,,0.11,,0,1,1,,0,0,0.026,0.999,0.993,0.921,0.993,0.998,0.992,1,0.992,0.995,0.997
1000,31,0.7,,0.12,,0,1,1,,0,0,0.032,0.999,0.993,0.92,0.993,0.996,0.992,1,0.992,0.995,0.997
1000,31,0.75,,0.02,,0,1,1,,0,0,0.013,0.998,0.998,0.805,0.998,0.998,1,1,1,1,1
1000,31,0.75,,0.03,,0,1,1,,0,0,0.02,0.998,0.998,0.815,0.998,0.998,1,1,1,1,1
1000,31,0.75,,0.04,,0,1,1,,0,0,0.027,0.999,0.999,0.844,0.999,0.999,1,1,1,1,1
1000,31,0.75,,0.06,,0,1,1,,0,0,0.033,0.998,0.999,0.854,0.999,0.998,0.999,1,0.999,0.999,1
1000,31,0.75,,0.07,,0,1,1,,0,0,0.03,1,0.999,0.901,0.999,1,0.999,1,0.999,0.999,1
1000,31,0.75,,0.08,,0,1,1,,0,0,0.044,0.999,0.998,0.915,0.998,0.998,0.997,1,0.997,0.998,0.999
1000,31,0.75,,0.1,,0,1,1,,0,0,0.067,1,0.999,0.933,0.999,1,0.999,1,0.999,0.999,1
1000,31,0.75,,0.11,,0,1,1,,0,0,0.052,0.999,0.997,0.953,0.997,0.998,0.998,1,0.998,0.999,0.999
1000,31,0.75,,0.12,,0,1,1,,0,0,0.076,1,1,0.955,1,1,1,1,1,1,1
1000,31,0.8,,0.02,,0,1,1,,0,0,0.031,1,1,0.834,1,1,1,1,1,1,1
1000,31,0.8,,0.03,,0,1,1,,0,0,0.047,0.999,0.999,0.863,0.999,0.999,1,1,1,1,1
1000,31,0.8,,0.04,,0,1,1,,0,0,0.073,1,1,0.861,1,1,1,1,1,1,1
1000,31,0.8,,0.06,,0,1,1,,0,0,0.088,1,1,0.925,1,1,1,1,1,1,1
1000,31,0.8,,0.07,,0,1,1,,0,0,0.086,1,1,0.945,1,1,1,1,1,1,1
1000,31,0.8,,0.08,,0,1,1,,0,0,0.113,1,1,0.943,1,1,1,1,1,1,1
1000,31,0.8,,0.1,,0,1,1,,0,0,0.128,1,1,0.958,1,1,1,1,1,1,1
1000,31,0.8,,0.11,,0,1,1,,0,0,0.156,1,1,0.977,1,1,1,1,1,1,1
1000,31,0.8,,0.12,,0,1,1,,0,0,0.134,1,1,0.974,1,1,1,1,1,1,1
1000,31,0.9,,0.02,,0,1,1,,0,0,0.261,1,1,0.949,1,1,1,1,1,1,1
1000,31,0.9,,0.03,,0,1,1,,0,0,0.32,1,1,0.959,1,1,1,1,1,1,1
1000,31,0.9,,0.04,,0,1,1,,0,0,0.331,1,1,0.975,1,1,1,1,1,1,1
1000,31,0.9,,0.06,,0,1,1,,0,0,0.402,1,1,0.982,1,1,1,1,1,1,1
1000,31,0.9,,0.07,,0,1,1,,0,0,0.397,1,1,0.989,1,1,1,1,1,1,1
1000,31,0.9,,0.08,,0,1,1,,0,0,0.391,1,1,0.989,1,1,1,1,1,1,1
1000,31,0.9,,0.1,,0,1,1,,0,0,0.38,1,1,0.989,1,1,1,1,1,1,1
1000,31,0.9,,0.11,,0,1,1,,0,0,0.344,1,1,0.989,1,1,1,1,1,1,1
1000,31,0.9,,0.12,,0,1,1,,0,0,0.356,1,1,0.989,1,1,1,1,1,1,1
1000,31,0.95,,0.02,,0,1,1,,0,0,0.607,1,1,0.986,1,1,1,1,1,1,1
1000,31,0.95,,0.03,,0,1,1,,0,0,0.624,1,1,0.996,1,1,1,1,1,1,1
1000,31,0.95,,0.04,,0,1,1,,0,0,0.62,1,1,0.998,1,1,1,1,1,1,1
1000,31,0.95,,0.06,,0,1,1,,0,0,0.591,1,1,0.996,1,1,1,1,1,1,1
1000,31,0.95,,0.07,,0,1,1,,0,0,0.565,1,1,0.992,1,1,1,1,1,1,1
1000,31,0.95,,0.08,,0,1,1,,0,0,0.541,1,1,0.991,1,1,1,1,1,1,1
1000,31,0.95,,0.1,,0,1,1,,0,0,0.521,1,1,0.997,1,1,1,1,1,1,1
1000,31,0.95,,0.11,,0,1,1,,0,0,0.503,1,1,0.993,1,1,1,1,1,1,1
1000,31,0.95,,0.12,,0,1,1,,0,0,0.446,1,1,0.998,1,1,1,1,1,1,1
1000,31,1,,0.02,,0,1,1,,0,0,0.924,1,1,0.999,1,1,1,1,1,1,1
1000,31,1,,0.03,,0,1,1,,0,0,0.877,1,1,0.998,1,1,1,1,1,1,1
1000,31,1,,0.04,,0,1,1,,0,0,0.827,1,1,1,1,1,1,1,1,1,1
1000,31,1,,0.06,,0,1,1,,0,0,0.728,1,1,1,1,1,1,1,1,1,1
1000,31,1,,0.07,,0,1,1,,0,0,0.716,1,1,0.998,1,1,1,1,1,1,1
1000,31,1,,0.08,,0,1,1,,0,0,0.656,1,1,0.998,1,1,1,1,1,1,1
1000,31,1,,0.1,,0,1,1,,0,0,0.613,1,1,0.994,1,1,1,1,1,1,1
1000,31,1,,0.11,,0,1,1,,0,0,0.588,1,1,0.997,1,1,1,1,1,1,1
1000,31,1,,0.12,,0,1,1,,0,0,0.567,1,1,0.99,1,1,1,1,1,1,1
1000,41,0.5,,0.02,,0,1,1,,0,0,0,0.602,0.575,0.552,0.575,0.591,0.807,1,0.807,0.894,0.913
1000,41,0.5,,0.03,,0,1,1,,0,0,0,0.659,0.615,0.569,0.615,0.635,0.826,1,0.826,0.91,0.916
1000,41,0.5,,0.04,,0,1,1,,0,0,0,0.692,0.643,0.616,0.643,0.677,0.793,1,0.793,0.892,0.901
1000,41,0.5,,0.06,,0,1,1,,0,0,0,0.768,0.724,0.617,0.724,0.747,0.824,1,0.824,0.909,0.915
1000,41,0.5,,0.07,,0,1,1,,0,0,0,0.834,0.771,0.691,0.771,0.807,0.853,1,0.853,0.928,0.925
1000,41,0.5,,0.08,,0,1,1,,0,0,0,0.855,0.793,0.698,0.793,0.831,0.862,1,0.862,0.936,0.926
1000,41,0.5,,0.1,,0,1,1,,0,0,0,0.912,0.856,0.737,0.856,0.891,0.878,1,0.878,0.933,0.945
1000,41,0.5,,0.11,,0,1,1,,0,0,0,0.923,0.859,0.741,0.859,0.901,0.878,1,0.878,0.93,0.948
1000,41,0.5,,0.12,,0,1,1,,0,0,0,0.95,0.888,0.802,0.888,0.913,0.916,1,0.916,0.955,0.961
1000,41,0.55,,0.02,,0,1,1,,0,0,0,0.76,0.749,0.574,0.749,0.753,0.895,1,0.895,0.924,0.971
1000,41,0.55,,0.03,,0,1,1,,0,0,0,0.776,0.723,0.614,0.723,0.758,0.891,1,0.891,0.929,0.962
1000,41,0.55,,0.04,,0,1,1,,0,0,0,0.8,0.766,0.634,0.766,0.783,0.872,1,0.872,0.917,0.955
1000,41,0.55,,0.06,,0,1,1,,0,0,0,0.866,0.829,0.721,0.829,0.851,0.879,1,0.879,0.936,0.943
1000,41,0.55,,0.07,,0,1,1,,0,0,0,0.896,0.846,0.706,0.846,0.879,0.896,1,0.896,0.935,0.961
1000,41,0.55,,0.08,,0,1,1,,0,0,0,0.917,0.872,0.729,0.872,0.901,0.923,1,0.923,0.955,0.968
1000,41,0.55,,0.1,,0,1,1,,0,0,0.002,0.943,0.897,0.802,0.897,0.921,0.918,1,0.918,0.958,0.96
1000,41,0.55,,0.11,,0,1,1,,0,0,0,0.955,0.913,0.83,0.913,0.938,0.938,1,0.938,0.967,0.971
1000,41,0.55,,0.12,,0,1,1,,0,0,0.001,0.971,0.92,0.824,0.92,0.946,0.937,1,0.937,0.97,0.967
1000,41,0.6,,0.02,,0,1,1,,0,0,0,0.9,0.896,0.619,0.896,0.9,0.978,1,0.978,0.978,1
1000,41,0.6,,0.03,,0,1,1,,0,0,0,0.928,0.918,0.647,0.918,0.927,0.96,1,0.96,0.965,0.995
1000,41,0.6,,0.04,,0,1,1,,0,0,0,0.916,0.902,0.685,0.902,0.916,0.944,1,0.944,0.96,0.984
1000,41,0.6,,0.06,,0,1,1,,0,0,0,0.938,0.919,0.693,0.919,0.937,0.943,1,0.943,0.96,0.983
