,Unnamed: 0,iterations,voters,mean,mean_bucket,std,std_bucket,simple_majority_optimal,minority_decisiveness_optimal,non_tyrannic_minority_decisiveness_optimal,majority_tyranny_optimal,minority_tyranny_optimal,expert_tyranny_optimal,minority_colluding,optimal_correct,majority_correct,expert_correct,compromise_minority_correct,compromose_strongmajority_correct,optimal_agrees_majority,compromise_minority_agrees_majority,compromise_minority_agrees_optimal,compromose_strongmajority_agrees_majority,compromose_strongmajority_agrees_optimal,optimal_correct_minus_majority_correct,d_majority_correct_d_voters
175,175,1000,7,0.55,,0.07,,0.002,0.998,0.974,0.295,0.024,0.006999999999999999,0.28300000000000003,0.667,0.631,0.63,0.636,0.67,0.828,0.979,0.8490000000000001,0.8390000000000001,0.989,0.03600000000000003,-0.028000000000000025
256,256,1000,9,0.55,,0.07,,0.0,1.0,0.998,0.13,0.002,0.002,0.174,0.7170000000000001,0.708,0.635,0.713,0.7140000000000001,0.857,0.995,0.862,0.8740000000000001,0.983,0.009000000000000119,0.07699999999999996
337,337,1000,11,0.55,,0.07,,0.0,1.0,1.0,0.06,0.0,0.0,0.097,0.75,0.698,0.6629999999999999,0.6990000000000001,0.745,0.852,0.999,0.853,0.873,0.979,0.05200000000000005,-0.010000000000000009
418,418,1000,21,0.55,,0.07,,0.0,1.0,1.0,0.002,0.0,0.0,0.003,0.799,0.765,0.679,0.765,0.7979999999999999,0.87,1.0,0.87,0.903,0.967,0.03400000000000003,0.06700000000000006
498,498,1000,31,0.55,,0.07,,0.0,1.0,1.0,,0.0,0.0,0.003,0.857,0.8240000000000001,0.7340000000000001,0.8240000000000001,0.8370000000000001,0.8809999999999999,1.0,0.8809999999999999,0.929,0.952,0.03299999999999992,0.05900000000000005
579,579,1000,41,0.55,,0.07,,0.0,1.0,1.0,,0.0,0.0,0.0,0.8959999999999999,0.846,0.706,0.846,0.879,0.8959999999999999,1.0,0.8959999999999999,0.935,0.961,0.04999999999999993,0.02199999999999991
660,660,1000,51,0.55,,0.07,,0.0,1.0,1.0,,0.0,0.0,0.0,0.92,0.865,0.721,0.865,0.892,0.909,1.0,0.909,0.947,0.962,0.05500000000000005,0.019000000000000017
14,14,1000,3,0.55,,0.08,,0.403,0.597,0.0,0.597,0.597,0.597,1.0,0.659,0.645,0.643,0.659,0.659,0.8340000000000001,0.8340000000000001,1.0,0.8340000000000001,1.0,0.014000000000000012,0.0
95,95,1000,5,0.55,,0.08,,0.042,0.958,0.858,0.496,0.1,0.1,0.528,0.7140000000000001,0.677,0.6779999999999999,0.6920000000000001,0.715,0.831,0.935,0.8959999999999999,0.84,0.991,0.03700000000000003,0.03200000000000003
176,176,1000,7,0.55,,0.08,,0.001,0.999,0.971,0.282,0.028,0.012,0.302,0.7090000000000001,0.638,0.693,0.655,0.706,0.821,0.975,0.846,0.8320000000000001,0.989,0.07100000000000006,-0.039000000000000035
257,257,1000,9,0.55,,0.08,,0.0,1.0,1.0,0.154,0.0,0.0,0.195,0.759,0.715,0.718,0.718,0.759,0.856,0.997,0.8590000000000001,0.8759999999999999,0.98,0.04400000000000004,0.07699999999999996
338,338,1000,11,0.55,,0.08,,0.0,1.0,1.0,0.048,0.0,0.0,0.114,0.75,0.72,0.684,0.72,0.752,0.86,1.0,0.86,0.892,0.968,0.030000000000000027,0.0050000000000000044
419,419,1000,21,0.55,,0.08,,0.0,1.0,1.0,0.0,0.0,0.0,0.014,0.8340000000000001,0.7979999999999999,0.7120000000000001,0.7979999999999999,0.83,0.8640000000000001,1.0,0.8640000000000001,0.8959999999999999,0.968,0.036000000000000136,0.07799999999999996
499,499,1000,31,0.55,,0.08,,0.0,1.0,1.0,,0.0,0.0,0.001,0.893,0.8540000000000001,0.741,0.8540000000000001,0.8909999999999999,0.897,1.0,0.897,0.935,0.962,0.03899999999999992,0.05600000000000016
580,580,1000,41,0.55,,0.08,,0.0,1.0,1.0,,0.0,0.0,0.0,0.917,0.872,0.7290000000000001,0.872,0.901,0.923,1.0,0.923,0.955,0.968,0.04500000000000004,0.017999999999999905
661,661,1000,51,0.55,,0.08,,0.0,1.0,1.0,,0.0,0.0,0.0,0.929,0.9,0.74,0.9,0.906,0.913,1.0,0.913,0.962,0.951,0.029000000000000026,0.028000000000000025
15,15,1000,3,0.55,,0.1,,0.358,0.642,0.0,0.642,0.642,0.642,1.0,0.674,0.643,0.688,0.674,0.674,0.8490000000000001,0.8490000000000001,1.0,0.8490000000000001,1.0,0.031000000000000024,0.0
96,96,1000,5,0.55,,0.1,,0.028,0.972,0.845,0.54,0.127,0.127,0.552,0.7190000000000001,0.711,0.711,0.716,0.723,0.8640000000000001,0.951,0.913,0.87,0.994,0.008000000000000118,0.06799999999999995
177,177,1000,7,0.55,,0.1,,0.001,0.999,0.969,0.294,0.03,0.014,0.332,0.742,0.6940000000000001,0.695,0.703,0.7390000000000001,0.826,0.979,0.847,0.845,0.981,0.04799999999999993,-0.016999999999999904
258,258,1000,9,0.55,,0.1,,0.0,1.0,0.999,0.14,0.001,0.0,0.195,0.772,0.737,0.708,0.74,0.7659999999999999,0.825,0.997,0.828,0.857,0.968,0.03500000000000003,0.04299999999999993
339,339,1000,11,0.55,,0.1,,0.0,1.0,0.999,0.069,0.001,0.001,0.13,0.8340000000000001,0.76,0.767,0.7609999999999999,0.8079999999999999,0.856,0.999,0.857,0.89,0.966,0.07400000000000008,0.02300000000000002
420,420,1000,21,0.55,,0.1,,0.0,1.0,1.0,0.0,0.0,0.0,0.011,0.846,0.8029999999999999,0.738,0.8029999999999999,0.8390000000000001,0.871,1.0,0.871,0.914,0.957,0.04300000000000004,0.04299999999999993
500,500,1000,31,0.55,,0.1,,0.0,1.0,1.0,,0.0,0.0,0.003,0.922,0.867,0.772,0.867,0.901,0.899,1.0,0.899,0.946,0.953,0.05500000000000005,0.06400000000000006
581,581,1000,41,0.55,,0.1,,0.0,1.0,1.0,,0.0,0.0,0.002,0.943,0.897,0.802,0.897,0.921,0.918,1.0,0.918,0.958,0.96,0.04599999999999993,0.030000000000000027
662,662,1000,51,0.55,,0.1,,0.0,1.0,1.0,,0.0,0.0,0.0,0.974,0.927,0.792,0.927,0.952,0.943,1.0,0.943,0.969,0.974,0.047000000000000035,0.030000000000000027
16,16,1000,3,0.55,,0.11,,0.361,0.639,0.0,0.639,0.639,0.639,1.0,0.6759999999999999,0.6629999999999999,0.6629999999999999,0.6759999999999999,0.6759999999999999,0.851,0.851,1.0,0.851,1.0,0.013000000000000013,0.0
97,97,1000,5,0.55,,0.11,,0.033,0.967,0.826,0.513,0.141,0.141,0.5710000000000001,0.737,0.71,0.701,0.727,0.737,0.865,0.949,0.916,0.8690000000000001,0.996,0.027000000000000024,0.04700000000000004
178,178,1000,7,0.55,,0.11,,0.003,0.997,0.97,0.307,0.027000000000000003,0.013,0.34,0.785,0.715,0.747,0.727,0.79,0.828,0.986,0.8420000000000001,0.847,0.981,0.07000000000000006,0.0050000000000000044
259,259,1000,9,0.55,,0.11,,0.0,1.0,0.992,0.156,0.008,0.006999999999999999,0.212,0.787,0.741,0.743,0.741,0.777,0.8540000000000001,0.996,0.858,0.8759999999999999,0.978,0.04600000000000004,0.026000000000000023
340,340,1000,11,0.55,,0.11,,0.0,1.0,1.0,0.053,0.0,0.0,0.153,0.825,0.782,0.757,0.784,0.82,0.867,0.998,0.8690000000000001,0.892,0.975,0.042999999999999934,0.041000000000000036
421,421,1000,21,0.55,,0.11,,0.0,1.0,1.0,0.0,0.0,0.0,0.016,0.873,0.826,0.758,0.826,0.852,0.893,1.0,0.893,0.934,0.959,0.047000000000000035,0.04399999999999993
501,501,1000,31,0.55,,0.11,,0.0,1.0,1.0,,0.0,0.0,0.002,0.949,0.892,0.777,0.892,0.927,0.915,1.0,0.915,0.949,0.966,0.05700000000000005,0.06600000000000006
582,582,1000,41,0.55,,0.11,,0.0,1.0,1.0,,0.0,0.0,0.0,0.955,0.913,0.83,0.913,0.938,0.938,1.0,0.938,0.967,0.971,0.04200000000000004,0.02100000000000002
663,663,1000,51,0.55,,0.11,,0.0,1.0,1.0,,0.0,0.0,0.0,0.973,0.937,0.8029999999999999,0.937,0.958,0.952,1.0,0.952,0.973,0.979,0.03599999999999992,0.02400000000000002
17,17,1000,3,0.55,,0.12,,0.366,0.634,0.0,0.634,0.634,0.634,1.0,0.696,0.69,0.684,0.696,0.696,0.868,0.868,1.0,0.868,1.0,0.0060000000000000045,0.0
98,98,1000,5,0.55,,0.12,,0.031,0.969,0.8370000000000001,0.526,0.132,0.132,0.565,0.7659999999999999,0.7190000000000001,0.726,0.7440000000000001,0.764,0.8490000000000001,0.953,0.8959999999999999,0.861,0.988,0.04699999999999982,0.029000000000000137
179,179,1000,7,0.55,,0.12,,0.001,0.999,0.956,0.336,0.043,0.027000000000000003,0.35600000000000004,0.7829999999999999,0.725,0.75,0.736,0.778,0.85,0.983,0.867,0.865,0.985,0.05799999999999994,0.005999999999999894
260,260,1000,9,0.55,,0.12,,0.0,1.0,0.99,0.157,0.01,0.009000000000000001,0.217,0.825,0.775,0.745,0.778,0.8190000000000001,0.852,0.995,0.857,0.8740000000000001,0.978,0.04999999999999993,0.050000000000000044
341,341,1000,11,0.55,,0.12,,0.0,1.0,0.999,0.056,0.001,0.001,0.156,0.8340000000000001,0.792,0.752,0.7929999999999999,0.823,0.8759999999999999,0.999,0.877,0.905,0.971,0.04200000000000004,0.017000000000000015
422,422,1000,21,0.55,,0.12,,0.0,1.0,1.0,0.0,0.0,0.0,0.022,0.904,0.84,0.8109999999999999,0.84,0.889,0.8859999999999999,1.0,0.8859999999999999,0.921,0.965,0.06400000000000006,0.04799999999999993
502,502,1000,31,0.55,,0.12,,0.0,1.0,1.0,,0.0,0.0,0.004,0.954,0.91,0.825,0.91,0.94,0.928,1.0,0.928,0.954,0.974,0.04400000000000004,0.07000000000000006
583,583,1000,41,0.55,,0.12,,0.0,1.0,1.0,,0.0,0.0,0.001,0.971,0.92,0.8240000000000001,0.92,0.946,0.937,1.0,0.937,0.97,0.967,0.050999999999999934,0.010000000000000009
664,664,1000,51,0.55,,0.12,,0.0,1.0,1.0,,0.0,0.0,0.001,0.98,0.951,0.843,0.951,0.971,0.955,1.0,0.955,0.974,0.981,0.029000000000000026,0.030999999999999917
18,18,1000,3,0.6,,0.02,,0.992,0.008,0.0,0.008,0.008,0.008,1.0,0.631,0.631,0.601,0.631,0.631,0.998,0.998,1.0,0.998,1.0,0.0,0.0
99,99,1000,5,0.6,,0.02,,0.875,0.125,0.125,0.0,0.0,0.0,0.491,0.6709999999999999,0.675,0.629,0.6709999999999999,0.6709999999999999,0.99,0.99,1.0,0.99,1.0,-0.004000000000000115,0.04400000000000004
180,180,1000,7,0.6,,0.02,,0.511,0.489,0.489,0.0,0.0,0.0,0.29600000000000004,0.706,0.706,0.633,0.708,0.706,0.988,0.996,0.992,0.988,1.0,0.0,0.030999999999999917
261,261,1000,9,0.6,,0.02,,0.172,0.828,0.828,0.0,0.0,0.0,0.16899999999999998,0.758,0.755,0.634,0.754,0.758,0.987,0.999,0.988,0.987,1.0,0.003000000000000003,0.049000000000000044
342,342,1000,11,0.6,,0.02,,0.053,0.947,0.947,0.0,0.0,0.0,0.083,0.743,0.7490000000000001,0.611,0.75,0.743,0.974,0.999,0.975,0.974,1.0,-0.0060000000000001155,-0.005999999999999894
423,423,1000,21,0.6,,0.02,,0.0,1.0,1.0,0.0,0.0,0.0,0.005,0.835,0.8440000000000001,0.617,0.8440000000000001,0.835,0.971,1.0,0.971,0.971,1.0,-0.009000000000000119,0.09499999999999997
503,503,1000,31,0.6,,0.02,,0.0,1.0,1.0,,0.0,0.0,0.0,0.8809999999999999,0.882,0.657,0.882,0.8809999999999999,0.973,1.0,0.973,0.973,1.0,-0.001000000000000112,0.03799999999999992
584,584,1000,41,0.6,,0.02,,0.0,1.0,1.0,,0.0,0.0,0.0,0.9,0.8959999999999999,0.619,0.8959999999999999,0.9,0.978,1.0,0.978,0.978,1.0,0.004000000000000115,0.013999999999999901
665,665,1000,51,0.6,,0.02,,0.0,1.0,1.0,,0.0,0.0,0.0,0.934,0.932,0.6459999999999999,0.932,0.935,0.978,1.0,0.978,0.981,0.997,0.0020000000000000018,0.03600000000000014
19,19,1000,3,0.6,,0.03,,0.914,0.086,0.0,0.086,0.086,0.086,1.0,0.674,0.672,0.653,0.674,0.674,0.982,0.982,1.0,0.982,1.0,0.0020000000000000018,0.0
100,100,1000,5,0.6,,0.03,,0.515,0.485,0.485,0.046,0.0,0.0,0.556,0.6859999999999999,0.682,0.642,0.6829999999999999,0.6859999999999999,0.956,0.971,0.985,0.956,1.0,0.003999999999999893,0.010000000000000009
181,181,1000,7,0.6,,0.03,,0.142,0.858,0.858,0.011,0.0,0.0,0.294,0.703,0.701,0.6459999999999999,0.703,0.703,0.952,0.992,0.96,0.952,1.0,0.0020000000000000018,0.018999999999999906
262,262,1000,9,0.6,,0.03,,0.016,0.984,0.984,0.002,0.0,0.0,0.184,0.752,0.745,0.638,0.748,0.752,0.949,0.997,0.952,0.949,1.0,0.007000000000000006,0.04400000000000004
343,343,1000,11,0.6,,0.03,,0.0,1.0,1.0,0.0,0.0,0.0,0.08800000000000001,0.752,0.741,0.62,0.742,0.752,0.939,0.997,0.942,0.939,1.0,0.01100000000000001,-0.0040000000000000036
424,424,1000,21,0.6,,0.03,,0.0,1.0,1.0,0.0,0.0,0.0,0.006999999999999999,0.8240000000000001,0.8220000000000001,0.6629999999999999,0.8220000000000001,0.828,0.936,1.0,0.936,0.942,0.994,0.0020000000000000018,0.08100000000000007
504,504,1000,31,0.6,,0.03,,0.0,1.0,1.0,,0.0,0.0,0.0,0.888,0.877,0.664,0.877,0.887,0.955,1.0,0.955,0.958,0.997,0.01100000000000001,0.05499999999999994
585,585,1000,41,0.6,,0.03,,0.0,1.0,1.0,,0.0,0.0,0.0,0.928,0.918,0.647,0.918,0.927,0.96,1.0,0.96,0.965,0.995,0.010000000000000007,0.041000000000000036
666,666,1000,51,0.6,,0.03,,0.0,1.0,1.0,,0.0,0.0,0.0,0.924,0.917,0.674,0.917,0.921,0.969,1.0,0.969,0.978,0.991,0.007000000000000006,-0.0010000000000000009
20,20,1000,3,0.6,,0.04,,0.7959999999999999,0.204,0.0,0.204,0.204,0.204,1.0,0.664,0.669,0.6409999999999999,0.664,0.664,0.943,0.943,1.0,0.943,1.0,-0.0050000000000000044,0.0
101,101,1000,5,0.6,,0.04,,0.261,0.7390000000000001,0.737,0.141,0.002,0.002,0.532,0.703,0.7040000000000001,0.664,0.7040000000000001,0.703,0.921,0.954,0.967,0.921,1.0,-0.001000000000000112,0.03500000000000003
182,182,1000,7,0.6,,0.04,,0.041,0.959,0.959,0.051,0.0,0.0,0.301,0.733,0.728,0.645,0.728,0.7340000000000001,0.937,0.986,0.951,0.938,0.999,0.0050000000000000044,0.02399999999999991
263,263,1000,9,0.6,,0.04,,0.004,0.996,0.996,0.022,0.0,0.0,0.192,0.754,0.7440000000000001,0.68,0.743,0.753,0.908,0.995,0.913,0.909,0.999,0.009999999999999898,0.016000000000000125
344,344,1000,11,0.6,,0.04,,0.0,1.0,1.0,0.006,0.0,0.0,0.107,0.768,0.7440000000000001,0.667,0.745,0.768,0.916,0.999,0.917,0.918,0.998,0.02399999999999991,0.0
425,425,1000,21,0.6,,0.04,,0.0,1.0,1.0,0.0,0.0,0.0,0.005,0.853,0.833,0.677,0.833,0.8490000000000001,0.934,1.0,0.934,0.94,0.994,0.020000000000000014,0.08899999999999986
505,505,1000,31,0.6,,0.04,,0.0,1.0,1.0,,0.0,0.0,0.0,0.893,0.861,0.66,0.861,0.887,0.934,1.0,0.934,0.944,0.99,0.03200000000000003,0.028000000000000025
586,586,1000,41,0.6,,0.04,,0.0,1.0,1.0,,0.0,0.0,0.0,0.916,0.902,0.685,0.902,0.916,0.944,1.0,0.944,0.96,0.984,0.0139999999999999,0.041000000000000036
667,667,1000,51,0.6,,0.04,,0.0,1.0,1.0,,0.0,0.0,0.0,0.944,0.934,0.703,0.934,0.95,0.954,1.0,0.954,0.97,0.984,0.010000000000000007,0.03200000000000003
21,21,1000,3,0.6,,0.06,,0.581,0.419,0.0,0.419,0.419,0.419,1.0,0.6779999999999999,0.659,0.655,0.6779999999999999,0.6779999999999999,0.907,0.907,1.0,0.907,1.0,0.018999999999999902,0.0
102,102,1000,5,0.6,,0.06,,0.097,0.903,0.89,0.319,0.013,0.013,0.5720000000000001,0.7170000000000001,0.7090000000000001,0.652,0.7170000000000001,0.7170000000000001,0.888,0.95,0.938,0.888,1.0,0.008000000000000007,0.050000000000000044
183,183,1000,7,0.6,,0.06,,0.01,0.99,0.99,0.135,0.0,0.0,0.328,0.731,0.7290000000000001,0.675,0.736,0.732,0.906,0.987,0.919,0.909,0.997,0.0019999999999998908,0.020000000000000018
264,264,1000,9,0.6,,0.06,,0.001,0.999,0.999,0.056,0.0,0.0,0.21,0.7659999999999999,0.752,0.685,0.754,0.762,0.898,0.996,0.902,0.91,0.988,0.0139999999999999,0.02299999999999991
345,345,1000,11,0.6,,0.06,,0.0,1.0,1.0,0.026,0.0,0.0,0.121,0.8,0.77,0.696,0.772,0.797,0.892,0.998,0.894,0.907,0.985,0.030000000000000027,0.018000000000000016
426,426,1000,21,0.6,,0.06,,0.0,1.0,1.0,0.0,0.0,0.0,0.012,0.858,0.8059999999999999,0.715,0.8059999999999999,0.843,0.904,1.0,0.904,0.929,0.975,0.05200000000000005,0.03599999999999992
506,506,1000,31,0.6,,0.06,,0.0,1.0,1.0,,0.0,0.0,0.001,0.926,0.89,0.731,0.89,0.913,0.928,1.0,0.928,0.951,0.977,0.03599999999999992,0.08400000000000007
587,587,1000,41,0.6,,0.06,,0.0,1.0,1.0,,0.0,0.0,0.0,0.938,0.919,0.693,0.919,0.937,0.943,1.0,0.943,0.96,0.983,0.018999999999999902,0.029000000000000026
668,668,1000,51,0.6,,0.06,,0.0,1.0,1.0,,0.0,0.0,0.0,0.965,0.945,0.735,0.945,0.958,0.956,1.0,0.956,0.973,0.983,0.020000000000000014,0.025999999999999912
22,22,1000,3,0.6,,0.07,,0.54,0.46,0.0,0.46,0.46,0.46,1.0,0.6559999999999999,0.659,0.632,0.6559999999999999,0.6559999999999999,0.895,0.895,1.0,0.895,1.0,-0.0030000000000001137,0.0
103,103,1000,5,0.6,,0.07,,0.108,0.892,0.863,0.381,0.029,0.029,0.565,0.721,0.703,0.6859999999999999,0.715,0.72,0.91,0.952,0.958,0.911,0.999,0.018000000000000016,0.04399999999999993
184,184,1000,7,0.6,,0.07,,0.006,0.994,0.99,0.17,0.004,0.001,0.329,0.763,0.743,0.71,0.746,0.762,0.8759999999999999,0.991,0.885,0.877,0.999,0.020000000000000014,0.040000000000000036
265,265,1000,9,0.6,,0.07,,0.001,0.999,0.999,0.07,0.0,0.0,0.223,0.77,0.737,0.711,0.735,0.768,0.8909999999999999,0.998,0.893,0.901,0.99,0.03300000000000003,-0.006000000000000005
346,346,1000,11,0.6,,0.07,,0.0,1.0,1.0,0.029,0.0,0.0,0.142,0.809,0.794,0.703,0.797,0.8059999999999999,0.901,0.997,0.904,0.91,0.991,0.015000000000000013,0.05700000000000005
427,427,1000,21,0.6,,0.07,,0.0,1.0,1.0,0.0,0.0,0.0,0.013,0.893,0.861,0.728,0.861,0.8909999999999999,0.914,1.0,0.914,0.938,0.976,0.03200000000000003,0.06699999999999995
507,507,1000,31,0.6,,0.07,,0.0,1.0,1.0,,0.0,0.0,0.001,0.938,0.901,0.748,0.901,0.926,0.925,1.0,0.925,0.955,0.97,0.03700000000000003,0.040000000000000036
588,588,1000,41,0.6,,0.07,,0.0,1.0,1.0,,0.0,0.0,0.001,0.945,0.919,0.745,0.919,0.936,0.95,1.0,0.95,0.967,0.983,0.025999999999999912,0.018000000000000016
669,669,1000,51,0.6,,0.07,,0.0,1.0,1.0,,0.0,0.0,0.0,0.957,0.951,0.7390000000000001,0.951,0.95,0.962,1.0,0.962,0.987,0.975,0.0060000000000001155,0.03199999999999992
23,23,1000,3,0.6,,0.08,,0.477,0.523,0.0,0.523,0.523,0.523,1.0,0.669,0.6559999999999999,0.6659999999999999,0.669,0.669,0.877,0.877,1.0,0.877,1.0,0.013000000000000124,0.0
104,104,1000,5,0.6,,0.08,,0.071,0.929,0.882,0.418,0.047,0.047,0.5660000000000001,0.7390000000000001,0.723,0.6859999999999999,0.735,0.736,0.884,0.948,0.936,0.887,0.997,0.016000000000000125,0.06700000000000006
185,185,1000,7,0.6,,0.08,,0.003,0.997,0.987,0.232,0.01,0.004,0.35700000000000004,0.779,0.745,0.726,0.745,0.778,0.858,0.994,0.8640000000000001,0.861,0.997,0.03400000000000003,0.02200000000000002
266,266,1000,9,0.6,,0.08,,0.0,1.0,0.999,0.083,0.001,0.001,0.233,0.816,0.77,0.738,0.774,0.812,0.892,0.996,0.8959999999999999,0.902,0.99,0.04599999999999993,0.025000000000000022
347,347,1000,11,0.6,,0.08,,0.0,1.0,1.0,0.038,0.0,0.0,0.138,0.818,0.7959999999999999,0.72,0.795,0.815,0.888,0.999,0.889,0.901,0.987,0.02200000000000002,0.025999999999999912
428,428,1000,21,0.6,,0.08,,0.0,1.0,1.0,0.0,0.0,0.0,0.008,0.892,0.85,0.748,0.85,0.877,0.906,1.0,0.906,0.931,0.975,0.04200000000000004,0.05400000000000005
508,508,1000,31,0.6,,0.08,,0.0,1.0,1.0,,0.0,0.0,0.002,0.944,0.889,0.753,0.889,0.926,0.921,1.0,0.921,0.943,0.978,0.05500000000000005,0.039000000000000035
589,589,1000,41,0.6,,0.08,,0.0,1.0,1.0,,0.0,0.0,0.0,0.958,0.949,0.764,0.949,0.963,0.963,1.0,0.963,0.972,0.991,0.008999999999999897,0.05999999999999994
670,670,1000,51,0.6,,0.08,,0.0,1.0,1.0,,0.0,0.0,0.0,0.976,0.954,0.775,0.954,0.97,0.956,1.0,0.956,0.976,0.98,0.02199999999999991,0.0050000000000000044
24,24,1000,3,0.6,,0.1,,0.457,0.5429999999999999,0.0,0.5429999999999999,0.5429999999999999,0.5429999999999999,1.0,0.7070000000000001,0.685,0.69,0.7070000000000001,0.7070000000000001,0.868,0.868,1.0,0.868,1.0,0.02200000000000002,0.0
105,105,1000,5,0.6,,0.1,,0.058,0.942,0.856,0.47,0.086,0.086,0.5820000000000001,0.755,0.7090000000000001,0.716,0.732,0.752,0.8540000000000001,0.943,0.911,0.861,0.993,0.04599999999999993,0.02400000000000002
186,186,1000,7,0.6,,0.1,,0.002,0.998,0.979,0.278,0.019,0.01,0.366,0.7809999999999999,0.752,0.746,0.757,0.778,0.887,0.989,0.898,0.8959999999999999,0.991,0.028999999999999918,0.04299999999999993
267,267,1000,9,0.6,,0.1,,0.0,1.0,1.0,0.123,0.0,0.0,0.24,0.838,0.8140000000000001,0.768,0.816,0.835,0.8759999999999999,0.996,0.88,0.885,0.991,0.02399999999999991,0.062000000000000055
348,348,1000,11,0.6,,0.1,,0.0,1.0,0.998,0.055,0.002,0.002,0.156,0.8490000000000001,0.8140000000000001,0.775,0.8140000000000001,0.848,0.877,0.998,0.879,0.8959999999999999,0.981,0.03500000000000003,0.0
429,429,1000,21,0.6,,0.1,,0.0,1.0,1.0,0.0,0.0,0.0,0.027000000000000003,0.916,0.8740000000000001,0.8029999999999999,0.8740000000000001,0.91,0.918,1.0,0.918,0.934,0.984,0.04199999999999982,0.06000000000000005
509,509,1000,31,0.6,,0.1,,0.0,1.0,1.0,,0.0,0.0,0.002,0.961,0.926,0.8240000000000001,0.926,0.938,0.949,1.0,0.949,0.974,0.975,0.03500000000000003,0.051999999999999935
590,590,1000,41,0.6,,0.1,,0.0,1.0,1.0,,0.0,0.0,0.001,0.978,0.943,0.821,0.943,0.969,0.959,1.0,0.959,0.974,0.985,0.03500000000000003,0.016999999999999904
671,671,1000,51,0.6,,0.1,,0.0,1.0,1.0,,0.0,0.0,0.001,0.986,0.972,0.843,0.972,0.984,0.98,1.0,0.98,0.984,0.996,0.014000000000000012,0.029000000000000026
25,25,1000,3,0.6,,0.11,,0.422,0.578,0.0,0.578,0.578,0.578,1.0,0.733,0.706,0.718,0.733,0.733,0.8809999999999999,0.8809999999999999,1.0,0.8809999999999999,1.0,0.027000000000000024,0.0
106,106,1000,5,0.6,,0.11,,0.053,0.947,0.851,0.481,0.096,0.096,0.579,0.753,0.7390000000000001,0.7290000000000001,0.745,0.754,0.8759999999999999,0.95,0.926,0.879,0.997,0.0139999999999999,0.03300000000000014
187,187,1000,7,0.6,,0.11,,0.002,0.998,0.971,0.262,0.027000000000000003,0.015,0.35200000000000004,0.8220000000000001,0.775,0.7659999999999999,0.787,0.8170000000000001,0.861,0.982,0.879,0.8740000000000001,0.987,0.047000000000000035,0.03599999999999992
268,268,1000,9,0.6,,0.11,,0.0,1.0,0.994,0.149,0.006,0.006,0.24,0.8440000000000001,0.7959999999999999,0.762,0.7979999999999999,0.846,0.872,0.996,0.8759999999999999,0.89,0.982,0.04800000000000016,0.020999999999999908
349,349,1000,11,0.6,,0.11,,0.0,1.0,1.0,0.042,0.0,0.0,0.184,0.872,0.83,0.768,0.831,0.865,0.888,0.999,0.889,0.911,0.977,0.04200000000000004,0.03400000000000003
430,430,1000,21,0.6,,0.11,,0.0,1.0,1.0,0.0,0.0,0.0,0.024,0.922,0.884,0.816,0.884,0.913,0.926,1.0,0.926,0.945,0.981,0.038000000000000034,0.05400000000000005
510,510,1000,31,0.6,,0.11,,0.0,1.0,1.0,,0.0,0.0,0.005,0.973,0.936,0.81,0.936,0.964,0.953,1.0,0.953,0.966,0.987,0.03700000000000003,0.052000000000000046
591,591,1000,41,0.6,,0.11,,0.0,1.0,1.0,,0.0,0.0,0.0,0.989,0.962,0.818,0.962,0.978,0.969,1.0,0.969,0.98,0.989,0.027000000000000024,0.025999999999999912
672,672,1000,51,0.6,,0.11,,0.0,1.0,1.0,,0.0,0.0,0.0,0.993,0.978,0.846,0.978,0.988,0.983,1.0,0.983,0.99,0.993,0.015000000000000013,0.016000000000000014
26,26,1000,3,0.6,,0.12,,0.379,0.621,0.0,0.621,0.621,0.621,1.0,0.731,0.7,0.722,0.731,0.731,0.863,0.863,1.0,0.863,1.0,0.031000000000000024,0.0
107,107,1000,5,0.6,,0.12,,0.037000000000000005,0.963,0.866,0.489,0.097,0.097,0.6,0.7959999999999999,0.759,0.778,0.782,0.795,0.895,0.961,0.934,0.902,0.993,0.03699999999999992,0.05900000000000005
188,188,1000,7,0.6,,0.12,,0.0,1.0,0.969,0.311,0.031,0.017,0.38,0.82,0.779,0.792,0.785,0.8190000000000001,0.871,0.986,0.885,0.884,0.987,0.040999999999999925,0.020000000000000018
269,269,1000,9,0.6,,0.12,,0.0,1.0,0.995,0.14300000000000002,0.005,0.005,0.278,0.845,0.809,0.795,0.8140000000000001,0.838,0.8740000000000001,0.995,0.879,0.895,0.979,0.03599999999999992,0.030000000000000027
350,350,1000,11,0.6,,0.12,,0.0,1.0,0.998,0.043,0.002,0.002,0.17600000000000002,0.883,0.828,0.8059999999999999,0.8270000000000001,0.871,0.899,0.999,0.9,0.921,0.978,0.05500000000000005,0.018999999999999906
431,431,1000,21,0.6,,0.12,,0.0,1.0,1.0,0.0,0.0,0.0,0.032,0.955,0.918,0.84,0.918,0.951,0.941,1.0,0.941,0.955,0.986,0.03700000000000003,0.09000000000000008
511,511,1000,31,0.6,,0.12,,0.0,1.0,1.0,,0.0,0.0,0.003,0.98,0.945,0.873,0.945,0.965,0.949,1.0,0.949,0.972,0.977,0.03500000000000003,0.026999999999999913
